,1/11/2008,1/18/2008,1/25/2008,2/1/2008,2/8/2008,2/15/2008,2/22/2008,2/29/2008,3/7/2008,3/14/2008,3/20/2008,3/28/2008,4/4/2008,4/11/2008,4/18/2008,4/25/2008,5/2/2008,5/9/2008,5/16/2008,5/23/2008,5/30/2008,6/6/2008,6/13/2008,6/20/2008,6/27/2008,7/3/2008,7/11/2008,7/18/2008,7/25/2008,8/1/2008,8/8/2008,8/15/2008,8/22/2008,8/29/2008,9/5/2008,9/12/2008,9/19/2008,9/26/2008,10/3/2008,10/10/2008,10/17/2008,10/24/2008,10/31/2008,11/7/2008,11/14/2008,11/21/2008,11/28/2008,12/5/2008,12/12/2008,12/19/2008,12/26/2008,1/2/2009,1/9/2009,1/16/2009,1/23/2009,1/30/2009,2/6/2009,2/13/2009,2/20/2009,2/27/2009,3/6/2009,3/13/2009,3/20/2009,3/27/2009,4/3/2009,4/9/2009,4/17/2009,4/24/2009,5/1/2009,5/8/2009,5/15/2009,5/22/2009,5/29/2009,6/5/2009,6/12/2009,6/19/2009,6/26/2009,7/2/2009,7/10/2009,7/17/2009,7/24/2009,7/31/2009,8/7/2009,8/14/2009,8/21/2009,8/28/2009,9/4/2009,9/11/2009,9/18/2009,9/25/2009,10/2/2009,10/9/2009,10/16/2009,10/23/2009,10/30/2009,11/6/2009,11/13/2009,11/20/2009,11/27/2009,12/4/2009,12/11/2009,12/18/2009,12/24/2009,12/31/2009,1/8/2010,1/15/2010,1/22/2010,1/29/2010,2/5/2010,2/12/2010,2/19/2010,2/26/2010,3/5/2010,3/12/2010,3/19/2010,3/26/2010,4/1/2010,4/9/2010,4/16/2010,4/23/2010,4/30/2010,5/7/2010,5/14/2010,5/21/2010,5/28/2010,6/4/2010,6/11/2010,6/18/2010,6/25/2010,7/2/2010,7/9/2010,7/16/2010,7/23/2010,7/30/2010,8/6/2010,8/13/2010,8/20/2010,8/27/2010,9/3/2010,9/10/2010,9/17/2010,9/24/2010,10/1/2010,10/8/2010,10/15/2010,10/22/2010,10/29/2010,11/5/2010,11/12/2010,11/19/2010,11/26/2010,12/3/2010,12/10/2010,12/17/2010,12/23/2010,12/31/2010,1/7/2011,1/14/2011,1/21/2011,1/28/2011,2/4/2011,2/11/2011,2/18/2011,2/25/2011,3/4/2011,3/11/2011,3/18/2011,3/25/2011,4/1/2011,4/8/2011,4/15/2011,4/21/2011,4/29/2011,5/6/2011,5/13/2011,5/20/2011,5/27/2011,6/3/2011,6/10/2011,6/17/2011,6/24/2011,7/1/2011,7/8/2011,7/15/2011,7/22/2011,7/29/2011,8/5/2011,8/12/2011,8/19/2011,8/26/2011,9/2/2011,9/9/2011,9/16/2011,9/23/2011,9/30/2011,10/7/2011,10/14/2011,10/21/2011,10/28/2011,11/4/2011,11/11/2011,11/18/2011,11/25/2011,12/2/2011,12/9/2011,12/16/2011,12/23/2011,12/30/2011,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/5/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013
1.25_5_150,89519,72681,57803,46548,33385,27654,25849,19179,15400,8986,-7621,-10749,-24982,-24561,-32816,-32917,-36848,-36854,-38223,-43268,-38241,-37173,-40242,-37696,-46586,-49950,-59505,-71774,-79123,-84150,-92349,-89474,-94660,-81410,-95473,-109521,-130340,-141713,-158782,-174797,-190857,-211127,-229280,-244554,-264367,-283014,-297254,-311962,-324164,-332936,-332967,-336906,-333463,-344274,-352574,-357679,-365146,-371597,-372391,-381214,-385957,-401956,-403405,-402158,-402904,-389107,-370954,-364515,-348986,-347435,-340193,-323238,-312240,-295390,-267164,-255008,-228295,-198921,-173978,-183182,-164955,-142814,-118507,-84792,-54499,-25204,-7159,21292,28506,63264,93764,104714,135474,160192,154861,173859,198706,225394,251229,264788,288851,311109,331021,360138,371819,384817,386197,393669,396977,413233,430356,446771,457690,475824,489061,497383,512515,525125,533581,535583,528660,507203,504264,484572,475964,476530,473651,478208,462515,443067,434517,436044,431566,436752,443914,431469,434081,425932,416924,425007,433079,436015,445006,445485,450783,456465,465369,459085,460717,460878,467237,461208,470741,476783,489306,509508,507817,510364,512057,515576,510724,519833,528960,524418,528730,523731,515945,517421,528532,538241,543042,546009,551366,544911,554392,564599,571392,566246,569631,578119,575823,559073,563983,569945,568396,559430,536642,532354,517773,514619,511112,498324,484016,463672,452943,438055,431616,422049,409735,399264,400365,396307,394881,381286,390422,383329,383659,405321,412378,419755,429762,439640,439941,456586,473468,490082,502402,513881,526166,544259,558848,574234,585556,599218,602143,608815,617742,608850,614261,607260,601112,603342,605479,609290,618262,625904,630810,625120,629906,639461,657509,671316,692339,693902,691588,700818,708383,719963,726834,725883,732092,730578,731950,729687,734855,743276,750080,757440,757711,773091,756533,763729,773655,776991,786464,797233,809816
2.0_21_100,98116,95464,94531,94077,92999,94370,95211,95843,96714,96050,93708,92926,90179,91910,90355,91358,93165,94089,95062,93771,95137,97591,97916,101390,100107,99789,98259,96409,95962,95312,93566,93916,94344,97792,92419,87533,80954,78778,75454,74085,73921,73679,73428,73211,69794,66871,66662,65567,65430,66101,68202,69546,70871,66781,67571,69751,67664,66641,68364,68704,69188,66710,67107,68687,70191,72919,80382,85830,90984,92604,99582,106142,109398,119030,130973,140058,153031,165334,179465,178206,189407,200581,207731,219856,235653,256459,275659,292095,301393,316907,330471,342578,363034,377715,381121,389953,403362,414907,424345,434068,449615,464105,473400,484483,492003,501109,502502,508448,512757,518254,522901,530177,536227,543179,548938,551613,556183,563404,568951,571338,570173,559888,560347,556435,556920,556924,557684,559704,557712,550389,551155,552538,553148,554502,556339,554085,556159,554239,554641,557257,560248,562192,563644,565627,568358,570943,574285,572054,574739,576810,579006,577564,581550,584539,587978,592712,594267,597209,598614,600187,599865,603925,606970,605687,608559,607164,607739,609793,612829,616454,619150,620738,625158,624136,629452,633105,637444,637785,640183,642921,645245,640367,642175,644941,646049,644828,636133,635020,634250,634293,635200,635040,632847,626401,625035,623088,623378,624358,622811,622679,624490,624738,624699,621702,624068,624447,626805,630860,632686,637041,638427,641829,643466,648664,655561,660633,666537,671569,676709,682413,688382,692584,699115,704931,708123,712289,716146,715678,716147,716925,716945,719808,722781,725760,728660,731384,733392,733253,736894,740045,744924,748100,754631,753304,752952,757582,760776,763652,767963,769313,772716,773492,775379,777273,780253,782501,784317,786674,787187,791339,785405,788891,792587,793118,797398,802399,807940
1.0_21_100,90595,81607,75218,71530,65428,63180,62578,58537,55217,49531,40948,36392,27051,27973,22693,21798,19713,20756,22787,18679,21512,23000,20391,21572,16145,14370,8845,2304,-3408,-7077,-13361,-14820,-18790,-11502,-20780,-31398,-43155,-50285,-60849,-70794,-74709,-78069,-83210,-91445,-103713,-115059,-121729,-128152,-133633,-137926,-138050,-138827,-138803,-148207,-155268,-155386,-159901,-165135,-166368,-174234,-176741,-184199,-184127,-184404,-183223,-174783,-163550,-159967,-151201,-153426,-145851,-132270,-132071,-117502,-96342,-83165,-65381,-43115,-21959,-26010,-8438,11949,27826,52342,75847,105685,122726,144574,152664,180390,204700,214013,241202,263865,262102,274185,296487,317998,336922,350723,369490,387785,402979,425037,435329,444944,443375,449394,454663,465644,475703,485402,492388,504930,517396,523018,533984,544844,553004,555760,550698,536947,534877,524334,521191,521835,518937,521473,513827,501149,498442,500651,498830,500894,504965,498933,499966,495900,491749,496167,502456,504317,509141,510514,516362,515839,521054,517778,519487,518561,523234,519830,526900,532020,538015,549300,547972,550480,549081,551513,548670,555591,561910,555285,554839,550253,546806,548339,555123,562645,565758,566896,573026,569016,576187,580669,587929,585056,585336,588763,586776,576124,580724,582702,582343,577584,563582,556702,553257,552633,552095,542937,532546,517751,508392,498681,495751,491720,484456,477330,479469,477914,476277,467331,472360,470347,471259,482480,486633,492419,496820,503757,505336,516038,527616,537949,547142,553459,561772,573052,583582,591995,598276,607010,611071,615800,621239,616651,619626,617162,612202,613727,616470,616606,623239,627368,630400,627493,631705,637777,648579,657347,672162,670469,668989,675780,680850,688092,694885,695361,700013,699366,698799,697816,701728,706568,711458,715858,714819,722963,711468,716551,723703,725595,732275,740317,749738
1.25_10_100,91401,82591,73497,69233,62333,60071,56953,52330,48283,43461,32929,28036,18959,20191,14982,14721,12820,13279,14722,10366,13081,13727,10941,13472,6812,4789,-1179,-9954,-16549,-19995,-27172,-26922,-31277,-24581,-35079,-44380,-57399,-66179,-77728,-85893,-89166,-100277,-110345,-118917,-131902,-141686,-149764,-158359,-167614,-174305,-175617,-178764,-180096,-187332,-191289,-196084,-203915,-209403,-209621,-213130,-220006,-231148,-231268,-232891,-234909,-224858,-211874,-209087,-199807,-199297,-193098,-179136,-180992,-167638,-146831,-136724,-118971,-93483,-71287,-75683,-60496,-40190,-18852,9984,35442,65673,81756,105047,116238,144983,172098,182034,209914,230847,228048,240188,264080,284534,307253,318923,338101,356446,371340,395879,406990,417359,415973,423686,427916,439759,450732,462509,469334,484075,498813,504201,519102,529659,537525,538328,533543,519762,518130,506109,501959,501287,496069,498391,490464,477244,474773,475689,473547,475931,480806,472808,474951,468832,463764,468763,474276,476585,481885,480689,486050,486621,492998,489147,490652,489483,495201,491839,499950,505190,514219,530153,527729,529862,528870,530849,526683,533478,538761,530998,532409,526656,522899,525738,533243,542196,544682,545581,552260,549441,557853,562432,569292,565728,566852,570271,565798,554877,558738,562269,561563,555844,541472,538024,532980,530013,527225,517256,506449,492207,485195,474880,471209,466292,457359,448661,450960,447880,446580,438506,443020,438898,438624,451282,454958,461005,466447,474671,475847,491074,504033,516364,525696,532421,542532,552228,564081,572860,578634,587651,591222,594795,599778,597273,599309,593147,586929,587168,589451,590673,598785,604117,607309,601968,605851,613421,625612,638848,657362,655058,652598,659509,665295,672954,679531,680501,685506,685437,684819,683796,688184,693721,698961,704320,704310,714500,703571,708622,717583,721297,729492,737249,748273
1.75_5_100,94480,83561,75451,69362,61675,56676,54608,49591,48426,44149,34405,32500,23186,22660,16628,16781,14400,14028,14524,10996,11656,11477,10151,13315,7339,4853,-921,-10121,-15115,-18763,-24469,-25459,-30511,-23203,-32297,-40791,-53962,-59931,-68849,-75840,-83225,-93841,-102842,-112350,-124215,-136578,-141777,-150144,-156355,-164345,-167341,-173719,-173006,-180229,-186075,-190536,-197627,-203322,-202714,-210490,-213881,-225255,-227340,-228479,-229974,-222219,-209165,-205999,-198840,-198342,-192379,-179411,-181105,-168733,-147773,-136352,-120481,-98018,-75705,-80288,-64741,-45713,-24992,5023,27614,54272,69749,91882,98422,129317,154610,168462,196244,218188,215933,225697,248085,271783,295123,307850,327197,346865,361456,388255,400307,410524,408564,416150,419577,430381,441378,452321,458038,473166,486095,490708,504883,515442,520578,521885,516124,502154,501245,488955,484230,485422,484672,485244,474301,461563,452884,454558,450210,452807,458331,449337,451703,446033,441581,445864,451886,452850,459243,457224,463214,462356,467558,463456,464269,463018,467603,463458,468566,473711,483504,500329,498483,501224,500816,503474,499796,505926,512884,507368,507603,501585,496175,499817,507731,515330,519396,518982,524773,520233,527349,533501,539622,536472,539051,541550,538506,527683,531287,534159,530958,525085,511042,510074,503011,502448,499469,490503,480270,466139,460725,453790,451310,442661,434416,427412,427787,425577,426481,416189,420488,416118,414352,428111,431554,436493,441300,448952,449303,461459,476044,486789,495880,504896,514918,528258,540022,550827,556305,565168,566939,572359,578096,572385,573368,567906,564579,565413,568106,571505,577290,580343,584067,580754,583387,591252,606436,618363,635844,634479,635639,642553,647901,656503,663780,663924,668889,666624,666516,666790,672443,680036,685926,691223,690961,702036,690987,696509,706489,710334,718405,726997,738281
1.0_5_150,87422,70324,53088,41028,26641,19368,16554,10330,3561,-5077,-22738,-29086,-43529,-44491,-53584,-55343,-59962,-62428,-64521,-70576,-65158,-65911,-69891,-69054,-78045,-82511,-91959,-105629,-114415,-120975,-129187,-129234,-135121,-122348,-137107,-150735,-171874,-185926,-204934,-223924,-243105,-263977,-283778,-301044,-321243,-341052,-356461,-372001,-385455,-396411,-397618,-400591,-397300,-410018,-420577,-429766,-438550,-446409,-447251,-457816,-463946,-482385,-485192,-483208,-483570,-471879,-453094,-448607,-435873,-436833,-431764,-413982,-402258,-386305,-360149,-349566,-321664,-291451,-268179,-278256,-258756,-236121,-211679,-177845,-145085,-113845,-95694,-64993,-59365,-23960,7277,17632,49190,73247,66998,86740,113253,139836,166653,179709,202036,224631,246432,277492,288395,302764,303849,312638,314509,333152,351706,368307,377313,394987,407735,416559,431617,444799,452124,453234,446294,424204,420384,399685,388802,387233,383487,387621,371736,352318,341313,341903,335552,340520,347978,335693,337791,328414,318364,328641,339579,343845,352872,353799,358658,362468,373262,365536,368630,366910,372728,367431,377736,383757,396891,418598,416117,417748,418760,422401,416621,425031,433548,427167,430582,423932,415627,416996,428747,438068,442194,445140,450140,443953,453998,463697,470247,466186,466406,473931,470254,453719,458738,463136,460599,450611,427987,419290,403630,397487,390376,376702,361427,340673,326819,310626,302822,290197,279367,266167,265876,259024,257298,243020,252104,242285,241734,264325,271214,277920,288333,297609,300405,318985,337375,354434,365567,376438,388304,406808,421859,437365,448969,464257,467530,472411,481705,471789,476139,468489,461175,462039,462028,466993,477877,484423,489013,481857,488046,497150,515769,530725,551500,555373,554359,565970,572931,582980,589240,587194,593775,592153,593278,590217,595638,604079,612743,619082,618320,634103,618455,627915,639027,642508,651506,662045,675392
1.5_5_100,92858,81216,71994,64767,55812,49413,45936,39954,37416,31577,21125,17892,7830,6821,901,-478,-4018,-5783,-6425,-10492,-10547,-11209,-13149,-11353,-18336,-21134,-28247,-38567,-43818,-48649,-55655,-58020,-63635,-56898,-66776,-77302,-91161,-99855,-110276,-119368,-128300,-140606,-151664,-162877,-176241,-189034,-197200,-207784,-217173,-225564,-230242,-238722,-237685,-246127,-253479,-258620,-266817,-272468,-273144,-281352,-286368,-298606,-302652,-305623,-310454,-301144,-288414,-285659,-279004,-278864,-275171,-261641,-262694,-250383,-230526,-220451,-205106,-181297,-159462,-163970,-147143,-126748,-105173,-74548,-51790,-24712,-8563,14708,22206,53117,80433,93009,121294,143781,139006,147820,171856,196744,220478,232022,250327,269157,284094,312411,323854,333238,331014,338321,340867,353386,365337,375538,383656,400240,412802,418964,432095,442711,447615,448619,442730,428554,427679,414331,407766,406616,404148,405576,393821,380485,371174,373689,369457,372297,377645,367931,368907,362871,356843,362078,366989,367285,372250,369334,373678,372698,378632,374722,376150,374113,377954,374068,381631,385908,396139,413722,411114,414083,412711,415402,411099,417922,425054,419100,418118,412550,406390,409057,416835,425583,428285,426694,433065,427187,434508,439894,446757,442960,445768,447828,443903,432962,437155,439831,435784,429546,414669,411910,403158,401092,396523,387050,375311,361210,353383,344423,341122,331289,322197,313008,313454,310465,310752,300580,304595,299135,296385,311228,314446,319804,325092,332172,332579,345078,357257,369196,377426,385133,393909,407615,419065,428437,432678,441449,442691,447654,453467,447361,448490,442399,437904,437112,438840,441883,447383,450799,452420,447887,450541,458754,473767,486035,505095,502871,503772,510828,516461,524578,531642,530638,534510,531996,532714,532561,536750,542393,547087,551641,551750,562162,550880,556807,566199,569452,577438,585461,597423
1.0_10_100,89556,80082,69540,63122,55390,51172,47639,42287,36967,30445,19091,13921,3748,3432,-3335,-4558,-7616,-8904,-7873,-14930,-12943,-14097,-17397,-16540,-23544,-27350,-35158,-45078,-52725,-57647,-65803,-67608,-72631,-67769,-78571,-89653,-103443,-112983,-125967,-136681,-143670,-157006,-169226,-180332,-193691,-205139,-215060,-225684,-236394,-244406,-249678,-254366,-256672,-265699,-271878,-279342,-287067,-296536,-298303,-306347,-313676,-325343,-327307,-330440,-333963,-324990,-314365,-314642,-306967,-310633,-305924,-289901,-292697,-278624,-256290,-247332,-229886,-204724,-184914,-190192,-173036,-152586,-132707,-102342,-76442,-44827,-29268,-7057,1810,32479,57975,66837,94459,115071,111266,122988,147066,169912,193250,203918,221804,240707,256727,283777,293700,302661,299702,305832,309553,322286,334959,346061,353649,369587,384278,389519,404621,416852,423647,423719,417482,403709,401483,388628,381598,379164,372343,374304,366123,352357,348567,347915,345134,347397,353563,344655,346419,340916,335489,341996,348599,350702,355677,352780,358853,359367,366548,361443,362791,360411,366523,362961,371714,376436,385532,403558,400048,402430,400073,402569,397367,405643,410491,402721,402382,395594,388456,390289,398666,406799,407923,407768,412799,409413,418032,421308,426854,423597,423175,425733,418518,407817,412669,413620,411323,404555,389563,384057,376499,370143,365783,354721,342502,328051,318707,307026,302266,295613,285939,275577,276486,269556,267049,257276,261797,255567,254424,268290,271901,276964,281725,289177,289766,305435,318935,332317,341121,347567,358168,368866,381203,389463,395448,405852,407597,410810,415186,409867,409818,403497,396860,394867,396139,395663,402518,407092,409903,404112,408255,414607,428802,442973,462495,459505,458086,465951,471409,480668,488097,487622,492757,491657,490083,488767,492066,497881,502454,507474,506823,517817,507006,511481,519750,523608,531815,541895,552528
1.25_5_100,90126,77126,66836,59657,50960,44415,40332,33454,28671,21301,9796,6038,-3949,-5200,-11669,-12864,-16402,-17719,-19631,-24581,-24448,-25392,-28573,-29751,-37737,-42748,-50863,-61840,-67822,-73753,-81548,-85158,-91123,-84840,-95302,-106760,-121073,-130978,-143455,-154660,-165490,-178926,-191220,-202782,-216689,-230026,-240594,-251546,-262276,-271698,-278271,-287329,-287689,-297384,-307468,-314883,-323416,-330645,-331747,-341135,-347895,-360508,-364530,-368413,-372408,-363735,-350628,-349608,-342946,-344158,-340609,-327130,-329056,-316600,-297193,-288355,-274229,-249859,-229490,-235544,-217705,-197214,-177383,-146264,-122190,-93531,-81229,-58745,-50669,-20517,6602,16815,44591,65967,60755,70362,94399,118831,141864,152375,170887,190243,206158,234395,244230,252182,249305,255810,258823,270134,283101,293329,301079,317160,328071,333292,345995,356654,362114,362544,355485,340772,338877,324913,316292,314618,309261,310905,298800,285074,275541,274772,270038,273570,279464,269762,271479,265700,258456,263883,270269,270287,275365,270618,274265,273013,278090,272950,274638,271686,275035,271278,279550,283574,293448,311783,308826,312380,310562,311848,306319,313562,320207,313306,312573,306816,299476,301425,309983,318078,320150,318157,324161,318091,325148,330236,336961,332187,334292,335053,329549,317838,321144,323343,318091,311263,295849,292269,281246,277051,272480,262550,250888,236152,227141,215034,209551,199065,189006,179130,178471,173615,172283,161348,165616,158140,154360,170186,172959,177920,182452,190516,189598,203331,215060,226258,234281,240406,249953,262316,274405,281737,285895,294070,296286,300076,305323,297804,297178,290283,285001,282827,283573,284984,291278,293901,295089,289428,293434,300918,316290,327065,345737,343452,342158,347574,352752,361670,369357,368354,371579,368832,367578,366001,370239,375761,379899,384160,383170,394024,383098,389458,398286,401201,409670,417079,430000
1.0_5_100,88876,75745,64177,55707,46325,38256,32753,26113,19756,11422,-467,-5827,-16534,-18681,-25904,-27541,-32662,-35540,-38032,-45099,-45651,-48039,-51618,-53651,-61813,-67712,-76469,-88067,-95051,-102195,-110291,-114839,-121336,-116884,-127614,-138826,-153641,-164659,-178313,-191201,-204012,-217870,-231166,-244150,-258293,-272006,-283584,-294870,-306371,-317433,-324715,-334135,-336545,-347397,-358012,-367179,-377001,-386982,-391181,-401495,-408408,-421731,-428519,-434566,-440315,-431916,-419681,-421021,-417715,-419394,-416959,-404474,-407262,-394561,-377816,-369620,-356943,-332274,-313944,-321526,-304340,-283760,-264164,-232860,-208318,-178214,-166259,-143364,-136677,-107188,-82339,-71803,-44212,-22719,-28515,-18692,6251,28848,50759,59784,77240,97643,114647,144947,153570,161131,157554,163991,165338,175389,188463,197871,206224,221353,231646,236046,249677,260302,265887,264782,256955,241664,238040,223509,213930,210451,203785,204847,192210,178484,167780,165543,160702,162577,167261,157569,159492,151571,143369,149734,158026,159352,162866,156800,160277,156358,162102,156190,157819,152411,155534,150072,157812,161406,170025,189703,186367,189026,186610,188164,181669,188726,193752,185351,183095,176698,168164,170256,178374,184289,185645,182901,187966,181021,186792,190582,196056,191885,191813,190915,183207,171746,175714,176527,171563,164182,149042,141525,129703,123375,116978,106036,93142,78586,67674,55076,48326,37048,26530,14668,11782,4619,2580,-8467,-4039,-12707,-16664,-1375,1995,5999,10400,17337,16253,32581,46122,58301,66102,72430,79900,91649,103937,110699,113957,122856,124167,127089,131163,122341,121981,114602,108442,104365,102502,103196,110140,109782,110802,104436,108334,115847,131532,143148,162154,160396,157764,164107,167779,174523,181243,179793,183459,179763,178518,177163,179465,183971,188129,191468,190318,200672,189834,196735,205589,208962,216874,224524,236405
